,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,target
296,371727,2,1,0,1,2,0,0.5430074428650375,1.0,0,0.0,1.0,10238,15000.0,0,1,0,1,0
299,613091,0,0,0,2,0,0,0.7917101109944502,1.0,0,1.0,1.0,32765,11000.0,0,5,0,2,0
300,88882,2,0,0,1,0,2,0.4717963087189384,0.0,1,1.0,1.0,10238,5000.0,0,0,0,2,0
302,351757,2,0,0,1,1,2,0.628633149594721,0.0,1,1.0,1.0,21217,9000.0,0,0,1,2,1
303,735929,1,1,0,0,0,1,0.3448180556225356,0.0,1,0.0,1.0,10238,10000.0,0,0,0,0,1
304,224890,3,1,0,2,0,0,0.5478225909631781,1.0,1,0.0,0.0,10238,15000.0,1,5,0,1,0
305,864601,1,1,0,0,0,1,0.3398648345906033,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
306,485798,1,0,0,0,0,1,0.2897871439465148,0.0,0,0.0,0.0,10238,13000.0,0,0,0,0,0
307,733833,1,1,0,0,2,3,0.5979347864750699,1.0,1,1.0,1.0,92101,13000.0,0,0,0,0,1
308,750465,2,0,0,0,1,2,0.3692930793988261,0.0,1,0.0,1.0,10238,14000.0,0,0,0,0,1
309,660556,0,1,0,3,1,2,0.4171250369936769,1.0,1,1.0,1.0,10238,9000.0,0,6,1,6,0
310,28109,3,1,0,2,2,0,0.570277670616915,1.0,1,1.0,0.0,32765,7000.0,0,5,1,4,0
311,219960,3,0,0,2,0,3,0.5340483380212564,1.0,1,0.0,0.0,10238,16000.0,1,1,0,0,1
313,76297,3,1,0,0,2,0,0.5968280062363127,1.0,0,1.0,1.0,92101,13000.0,0,0,0,0,0
315,403707,3,0,1,2,0,3,0.5860627511953006,0.0,1,0.0,1.0,32765,13000.0,1,2,1,0,0
316,792734,3,0,0,0,2,0,0.6168247780300146,1.0,0,1.0,1.0,10238,9000.0,0,0,0,0,0
318,519764,0,1,0,3,1,3,0.344957864738121,1.0,1,0.0,1.0,32765,15000.0,0,7,0,0,0
319,912172,1,1,0,0,2,0,0.7154034227572682,1.0,0,1.0,1.0,32765,10000.0,0,0,0,0,0
320,560068,2,1,0,1,0,2,0.4082920061533436,1.0,1,1.0,0.0,10238,10000.0,0,1,0,1,1
322,126077,2,0,0,1,2,0,0.606735714725739,1.0,1,0.0,1.0,10238,12000.0,0,1,0,2,0
323,220269,0,0,0,3,2,0,0.5824680179178995,1.0,1,0.0,1.0,10238,14000.0,0,1,1,3,0
326,856902,2,0,0,1,0,3,0.755633866133054,0.0,1,0.0,1.0,10238,16000.0,0,0,0,0,1
327,241888,1,1,0,0,2,1,0.2912086260521752,0.0,1,0.0,1.0,32765,11000.0,0,0,0,0,1
328,908199,2,0,0,1,2,0,0.6161117243839742,1.0,0,0.0,0.0,10238,13000.0,0,0,0,0,0
329,373218,3,0,1,1,0,2,0.4712361399215783,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,0
331,313500,3,1,0,2,0,3,0.5153486460517401,1.0,1,1.0,1.0,10238,10000.0,0,1,0,2,0
332,919241,0,1,0,1,0,0,0.507690848953627,1.0,0,1.0,1.0,32765,7000.0,0,3,1,4,0
333,647888,3,0,0,1,1,2,0.509910296776192,0.0,1,0.0,0.0,10238,13000.0,0,0,0,1,0
334,161832,3,0,0,0,1,2,0.5038597346352107,0.0,1,1.0,1.0,10238,11000.0,0,0,0,0,1
335,476769,3,1,0,2,2,3,0.577135941672739,0.0,1,1.0,1.0,10238,7000.0,0,4,0,3,0
338,447424,3,1,0,2,0,3,0.5778131836961647,1.0,1,0.0,0.0,10238,12000.0,0,3,2,4,0
339,201707,3,1,0,2,0,3,0.4953502835315234,1.0,1,0.0,1.0,32765,9000.0,0,4,1,2,0
340,903320,1,1,0,0,0,1,0.4526765592626403,0.0,1,1.0,0.0,10238,12000.0,0,0,0,0,1
341,486639,1,1,0,0,2,3,0.6164262036016749,1.0,1,1.0,1.0,32765,11000.0,0,0,0,0,1
342,252686,2,1,0,1,2,3,0.3457261884790099,1.0,0,0.0,0.0,32765,13000.0,0,2,0,1,0
343,233200,2,0,0,0,2,3,0.5841273528155413,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
344,667165,3,0,0,2,2,0,0.6117018176344066,0.0,1,1.0,0.0,32765,9000.0,0,5,0,1,0
345,950296,0,0,0,3,0,0,0.5458900735115071,1.0,0,0.0,1.0,21217,15000.0,0,1,0,0,1
346,243888,2,1,0,1,1,1,0.1436568483193364,0.0,1,0.0,0.0,10238,17000.0,0,1,0,1,0
347,605896,2,0,0,1,1,1,0.3262403387046744,1.0,1,0.0,1.0,32765,13000.0,0,2,0,0,1
348,871858,2,1,1,0,0,1,0.2806543806481637,0.0,1,0.0,1.0,10238,14000.0,0,0,0,0,1
350,319494,0,0,0,0,0,0,0.7306774626064182,1.0,0,1.0,1.0,10238,13000.0,0,0,0,0,0
351,959164,1,1,0,0,2,3,0.5783712166428834,1.0,1,0.0,0.0,10238,13000.0,0,0,0,0,1
353,675192,3,1,0,1,1,3,0.4816627514207715,1.0,1,0.0,0.0,10238,10000.0,0,2,0,1,0
354,546719,3,1,0,1,0,2,0.2516227091679711,0.0,1,1.0,1.0,10238,12000.0,1,2,1,1,0
355,96803,3,0,0,2,2,0,0.5872893810932033,1.0,0,1.0,0.0,32765,12000.0,0,1,0,1,0
356,37956,2,0,0,1,0,3,0.5573996021834157,1.0,1,0.0,1.0,32765,6000.0,0,1,0,0,0
357,739932,1,0,0,0,0,1,0.4289832028689519,0.0,1,1.0,1.0,32765,12000.0,0,0,0,0,1
358,103308,0,0,0,3,2,0,0.6403236933748687,1.0,0,1.0,1.0,32765,9000.0,0,5,0,4,0
360,824793,2,1,0,1,1,2,0.4466473449579012,1.0,1,0.0,1.0,32765,10000.0,0,5,0,1,0
361,487034,2,1,0,1,0,3,0.2710642145687786,1.0,0,0.0,0.0,10238,14000.0,0,0,0,4,0
362,253078,2,0,0,1,0,3,0.5655780916935856,1.0,1,1.0,0.0,10238,12000.0,1,0,0,0,0
363,587387,2,1,0,1,0,2,0.381262306885702,1.0,0,1.0,1.0,10238,9000.0,0,3,0,2,0
364,334556,2,1,0,0,2,0,0.6391281575503801,1.0,0,0.0,1.0,10238,10000.0,0,0,0,0,0
366,732295,3,0,0,2,2,0,0.6862027857536264,1.0,1,0.0,0.0,10238,14000.0,0,0,0,3,0
367,933941,2,1,0,1,0,1,0.4259830675931939,0.0,1,0.0,1.0,10238,14000.0,0,0,0,1,0
369,871263,0,0,0,1,2,0,0.5838061362917646,1.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
370,864717,0,1,0,3,0,0,0.5873165927562172,1.0,0,0.0,1.0,92101,11000.0,0,3,1,7,0
371,565346,1,0,0,0,0,2,0.566843891896652,1.0,1,0.0,0.0,32765,16000.0,0,0,0,0,1
372,718626,2,1,0,1,2,0,0.6237655956418446,0.0,0,0.0,1.0,10238,12000.0,0,0,0,1,0
373,921816,3,0,0,2,0,0,0.8336684211611398,1.0,0,1.0,1.0,10238,13000.0,0,2,0,0,0
374,431031,2,1,0,0,1,2,0.4842558344936022,0.0,1,1.0,0.0,10238,13000.0,0,0,0,0,1
375,200636,2,1,0,1,0,3,0.6618055009919552,1.0,1,0.0,1.0,10238,14000.0,0,1,0,0,0
377,22475,3,0,0,0,0,3,0.5905674346205279,1.0,1,1.0,0.0,10238,11000.0,0,0,0,0,0
378,254814,2,1,0,1,0,2,0.4378786301039939,1.0,0,0.0,1.0,32765,11000.0,0,3,0,0,0
379,799392,1,0,0,0,2,2,0.4010182348532662,1.0,0,0.0,1.0,32765,11000.0,0,0,0,0,0
381,408048,3,0,1,0,0,0,0.5360001927513722,1.0,1,1.0,1.0,10238,12000.0,0,0,0,0,0
382,312015,3,0,0,2,2,0,0.8748299910505895,1.0,0,0.0,0.0,10238,15000.0,0,0,0,1,0
383,280243,3,0,0,2,0,0,0.6068501228266245,1.0,0,1.0,0.0,10238,12000.0,0,0,0,1,0
384,161784,2,0,0,0,1,1,0.2076497221944782,0.0,1,1.0,1.0,10238,11000.0,0,0,0,0,1
385,979772,0,0,0,3,2,0,0.6019296536623298,1.0,0,1.0,1.0,32765,6000.0,0,6,1,1,0
387,297613,3,0,0,0,2,0,0.6600195827192816,1.0,0,0.0,1.0,10238,12000.0,0,0,0,0,0
388,178142,2,1,0,1,2,0,0.5739100548968327,1.0,1,1.0,1.0,10238,11000.0,0,1,0,4,0
389,622497,2,1,0,0,0,3,0.4611558624028447,1.0,0,0.0,1.0,10238,12000.0,0,0,0,0,1
390,342957,3,0,1,0,2,0,0.5411543588314012,1.0,0,1.0,1.0,10238,9000.0,0,0,0,0,0
393,821985,0,1,0,3,2,0,0.7896637075334306,1.0,1,1.0,1.0,10238,7000.0,0,8,0,5,0
394,810334,0,0,0,1,2,0,0.6261539579803245,1.0,1,1.0,1.0,10238,8000.0,0,0,0,0,0
395,818305,2,1,0,1,2,0,0.4826533172678877,1.0,0,1.0,1.0,92101,11000.0,0,1,0,2,0
396,586430,2,1,0,1,2,0,0.6277262155079715,0.0,1,1.0,1.0,10238,10000.0,0,0,0,4,0
397,662672,3,0,0,1,0,2,0.4351936688486559,0.0,1,0.0,0.0,10238,13000.0,0,2,0,2,1
398,770081,2,0,0,1,2,3,0.4676859181203905,0.0,0,0.0,0.0,10238,17000.0,0,2,0,1,0
399,787457,2,0,0,1,0,3,0.4064304948022721,1.0,0,0.0,1.0,10238,15000.0,0,2,0,1,0
400,527739,2,1,0,1,2,0,0.4287285121728106,1.0,1,0.0,0.0,10238,14000.0,0,2,0,0,0
403,571298,0,1,0,0,2,0,0.7403410730107258,1.0,1,1.0,1.0,10238,9000.0,0,0,0,0,1
404,701289,3,0,0,2,2,0,0.7297169089422261,1.0,1,0.0,1.0,10238,15000.0,1,0,0,1,0
405,879256,1,0,0,0,1,2,0.4040051987550686,0.0,1,0.0,1.0,10238,9000.0,0,0,0,0,0
406,649732,3,1,1,1,0,0,0.530349303316289,1.0,1,1.0,1.0,10238,10000.0,0,1,1,3,0
407,855779,3,0,0,2,0,0,0.597964121410427,1.0,1,0.0,1.0,10238,12000.0,0,1,0,2,0
408,625532,2,1,0,1,1,2,0.3481526200753498,0.0,0,1.0,0.0,10238,12000.0,0,1,0,1,0
411,3025,0,0,1,1,2,0,0.6013122510598804,1.0,1,1.0,1.0,32765,8000.0,0,2,0,0,0
412,683267,0,0,0,0,0,0,0.5664369365922711,0.0,1,1.0,1.0,10238,10000.0,0,0,0,0,1
414,969959,2,1,1,1,0,2,0.4328792985209903,1.0,1,0.0,1.0,10238,14000.0,0,0,2,0,0
416,912505,2,1,0,1,2,3,0.5765924303012139,0.0,1,0.0,0.0,92101,16000.0,0,2,0,0,1
417,298912,0,0,0,3,2,0,0.7265435592483527,1.0,1,0.0,0.0,10238,16000.0,0,1,1,0,0
418,336753,0,1,0,3,0,2,0.3479315814537255,0.0,1,1.0,1.0,10238,12000.0,0,5,1,5,0
419,667341,1,1,0,0,0,1,0.431177855086253,1.0,0,0.0,0.0,10238,16000.0,0,0,0,0,0
420,790649,3,0,0,0,1,3,0.5549228533835855,0.0,1,1.0,1.0,10238,12000.0,0,0,0,0,0
421,967869,3,0,0,2,1,0,0.5496378489364446,1.0,0,1.0,1.0,32765,12000.0,1,3,0,0,0
422,806032,1,0,0,0,1,1,0.3264636475532248,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
423,648666,2,0,0,1,2,3,0.5289956747622162,0.0,1,1.0,0.0,10238,9000.0,0,2,0,1,1
424,21860,1,0,0,0,0,2,0.5125630718902512,1.0,1,0.0,0.0,32765,12000.0,0,0,0,0,1
425,983493,2,0,1,1,1,3,0.4233770903561658,0.0,1,1.0,1.0,32765,10000.0,0,0,0,0,0
426,916881,2,1,0,1,0,2,0.3943709791327737,0.0,1,0.0,1.0,10238,13000.0,0,3,0,0,0
427,381852,0,1,1,0,2,0,0.4917990064486278,0.0,1,0.0,1.0,92101,14000.0,0,0,0,0,1
428,937208,0,0,0,2,2,0,0.6049973930028122,1.0,0,1.0,1.0,10238,13000.0,0,2,1,0,0
429,95412,3,1,1,2,0,0,0.7080741498657761,1.0,0,1.0,1.0,10238,10000.0,0,1,0,4,0
431,157650,2,1,0,0,1,3,0.5608602241643745,0.0,1,1.0,0.0,10238,15000.0,0,0,0,0,1
432,84004,3,0,0,2,2,0,0.7582763049169894,1.0,0,1.0,1.0,10238,9000.0,0,1,1,1,0
435,46700,3,1,0,2,2,0,0.6970379976874882,1.0,0,1.0,0.0,10238,15000.0,0,4,0,4,0
436,650982,3,1,0,1,0,0,0.6441497497980374,1.0,1,0.0,1.0,10238,12000.0,0,0,0,2,0
437,495635,3,0,0,2,0,3,0.5082183942474046,0.0,1,1.0,1.0,10238,9000.0,0,4,1,1,0
439,471169,2,1,0,1,0,0,0.696136173927799,1.0,0,0.0,1.0,10238,13000.0,0,3,0,1,0
440,725883,3,0,0,1,2,0,0.4715767933840966,1.0,1,1.0,1.0,92101,12000.0,0,0,1,0,0
441,425246,3,1,0,1,2,0,0.4623747202774952,0.0,0,1.0,1.0,10238,14000.0,0,2,1,0,0
442,887542,3,1,0,1,2,3,0.5096553789344698,0.0,0,1.0,1.0,10238,9000.0,0,1,0,3,0
443,541272,3,1,0,2,0,3,0.4178900827649721,0.0,1,1.0,1.0,10238,10000.0,0,4,0,3,0
444,826670,3,0,0,0,2,0,0.6901480984334583,1.0,1,1.0,1.0,32765,7000.0,0,0,0,0,0
446,574624,2,1,0,1,0,2,0.5619369424716061,0.0,0,0.0,1.0,32765,12000.0,0,3,0,0,0
447,453895,0,0,0,2,0,0,0.6426937467690333,1.0,1,0.0,1.0,10238,10000.0,0,1,0,3,0
448,111851,0,0,0,3,0,3,0.6045001028396074,1.0,1,1.0,1.0,10238,13000.0,1,3,1,3,0
449,47628,2,0,1,1,2,2,0.4347996406673757,1.0,1,1.0,0.0,10238,11000.0,0,2,0,0,0
450,708828,3,0,1,2,0,0,0.5598309463350708,1.0,0,1.0,1.0,10238,7000.0,0,1,0,0,0
451,819883,3,1,0,1,1,2,0.4439520209197586,1.0,1,0.0,1.0,32765,9000.0,0,3,1,1,0
452,232634,1,1,0,0,1,3,0.4163929572947172,1.0,1,0.0,0.0,32765,11000.0,0,0,0,0,1
453,892258,0,1,0,3,2,0,0.5294607648450482,1.0,1,1.0,1.0,32765,10000.0,0,13,0,1,0
454,243010,1,1,0,0,2,1,0.4186940795440341,0.0,1,0.0,1.0,10238,8000.0,0,0,0,0,1
455,368602,0,1,0,3,0,0,0.7018912453366748,1.0,1,1.0,1.0,10238,8000.0,0,3,1,7,0
456,623636,2,0,0,1,2,0,0.6847622988569981,0.0,0,1.0,1.0,10238,14000.0,0,1,0,2,0
457,757103,2,0,0,1,0,1,0.5200147589908034,0.0,1,0.0,0.0,10238,15000.0,0,2,0,1,0
459,375862,0,0,0,2,2,0,0.5756575676623218,1.0,1,1.0,1.0,32765,12000.0,0,4,0,1,0
460,732956,2,0,1,1,0,3,0.5527408665056415,0.0,1,0.0,0.0,10238,16000.0,0,0,0,3,1
461,774402,2,1,0,0,1,2,0.4503293443741408,1.0,0,1.0,1.0,10238,13000.0,0,0,0,0,0
463,656626,2,1,0,0,2,3,0.5641567210231543,1.0,1,0.0,1.0,10238,13000.0,0,0,0,0,0
465,816938,1,1,0,0,0,2,0.3707923839557827,0.0,1,1.0,1.0,10238,13000.0,0,0,0,0,1
466,440294,3,1,0,2,0,3,0.5990163189686176,0.0,1,0.0,1.0,10238,12000.0,0,2,0,4,0
467,792276,0,1,0,3,0,0,0.6420966704689359,1.0,0,1.0,1.0,10238,12000.0,0,5,1,2,0
468,951251,3,0,1,0,1,0,0.5628390017690811,1.0,1,1.0,0.0,32765,10000.0,0,0,0,0,0
469,395570,3,0,0,0,2,2,0.3864070820443329,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
470,736323,2,0,1,0,1,1,0.336185325210513,0.0,1,1.0,1.0,10238,9000.0,0,0,0,0,1
471,725583,3,1,0,2,2,0,0.7367504567066312,1.0,1,0.0,1.0,10238,15000.0,0,3,0,3,0
473,954412,1,1,0,0,0,1,0.3260615480435063,0.0,1,0.0,1.0,10238,10000.0,0,0,0,0,1
474,931629,2,1,0,0,0,2,0.397676854501618,0.0,1,0.0,0.0,10238,12000.0,0,0,0,0,1
475,255230,0,1,0,1,0,0,0.5639397587703121,1.0,1,0.0,1.0,10238,13000.0,0,2,1,1,0
476,31403,2,0,0,1,0,2,0.4183694551552955,1.0,1,1.0,0.0,10238,11000.0,0,1,0,1,0
477,136957,1,0,0,0,2,3,0.6404242968082149,1.0,1,1.0,1.0,10238,5000.0,0,0,0,0,1
478,58535,2,1,0,0,2,3,0.4393528235041638,0.0,0,1.0,1.0,10238,8000.0,0,0,0,0,1
480,592584,2,0,0,1,0,3,0.5943032701755666,1.0,1,1.0,1.0,10238,8000.0,0,0,0,1,0
481,263154,2,0,1,1,0,2,0.5343435230995932,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
482,842364,2,0,0,0,2,3,0.6655749122210538,1.0,0,0.0,0.0,10238,12000.0,0,0,0,0,0
483,687419,2,1,0,1,2,0,0.6299704413933573,1.0,0,1.0,1.0,10238,11000.0,0,1,1,2,0
485,306684,1,0,0,0,1,1,0.373351589323795,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,1
486,883009,2,1,0,1,2,0,0.5171035570230498,1.0,1,1.0,1.0,10238,14000.0,0,2,1,3,0
487,74704,3,0,0,1,2,0,0.642882122148452,1.0,1,0.0,0.0,10238,14000.0,0,0,0,1,0
489,142973,1,0,0,0,0,1,0.5973913732761367,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
490,100513,0,1,0,0,0,0,0.6807929771269291,1.0,0,1.0,1.0,10238,9000.0,0,0,0,0,0
491,984062,1,0,0,0,0,2,0.5336007026250289,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
492,538916,1,0,0,0,0,1,0.4151650937990213,1.0,1,0.0,0.0,32765,13000.0,0,0,0,0,0
493,881409,0,1,0,3,2,0,0.4063253015050549,1.0,1,0.0,1.0,10238,16000.0,0,6,1,1,0
494,967125,0,0,0,3,2,0,0.6553212691451817,1.0,1,1.0,1.0,10238,10000.0,0,5,0,2,0
496,530396,1,0,1,0,0,3,0.4859557534361004,1.0,1,0.0,0.0,10238,13000.0,0,0,0,0,1
498,456215,2,1,0,0,2,0,0.6523115255341311,0.0,0,0.0,0.0,32765,14000.0,0,0,0,0,1
499,464357,0,1,1,2,2,0,0.8326489563639781,0.0,1,1.0,1.0,10238,10000.0,1,1,2,2,0
500,28229,1,1,0,0,2,3,0.3054650662533321,1.0,1,0.0,1.0,10238,13000.0,0,0,0,0,1
502,577557,2,1,0,1,2,2,0.4377852852275526,1.0,1,0.0,0.0,10238,15000.0,0,1,0,1,0
503,29218,1,1,0,0,1,1,0.5153334590011482,0.0,1,0.0,0.0,92101,12000.0,0,0,0,0,1
504,850080,3,0,0,2,2,0,0.6941612293684088,1.0,0,0.0,0.0,10238,13000.0,0,1,0,0,0
505,851438,2,1,0,1,0,2,0.5002226512120536,0.0,1,1.0,1.0,32765,9000.0,0,3,0,0,1
506,75241,2,0,0,1,1,1,0.3908216889202105,1.0,1,0.0,1.0,92101,10000.0,0,1,0,0,0
507,292051,2,0,0,1,1,1,0.4743758463221647,1.0,1,0.0,0.0,10238,15000.0,0,2,0,0,0
508,155114,1,1,0,0,2,2,0.4306990683368308,1.0,1,1.0,1.0,10238,13000.0,0,0,0,0,1
509,786259,2,1,0,1,0,0,0.5581335428975873,1.0,1,1.0,1.0,32765,9000.0,0,4,1,1,1
510,444073,1,1,1,0,0,2,0.4723364781950884,1.0,0,1.0,0.0,92101,15000.0,0,0,0,0,1
511,55182,2,0,0,1,0,2,0.5178262960914578,1.0,0,0.0,0.0,32765,10000.0,0,2,0,0,0
512,611274,2,1,1,1,1,1,0.2410288502358532,1.0,1,0.0,0.0,10238,11000.0,0,2,0,1,0
513,97079,3,1,1,2,1,1,0.1658168281115772,0.0,1,0.0,1.0,32765,9000.0,0,7,0,3,0
514,178185,2,0,0,0,0,2,0.4436898161806707,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
515,857849,3,0,0,2,0,0,0.6202129247986814,1.0,0,1.0,1.0,10238,9000.0,1,1,0,2,0
516,26255,3,0,0,0,2,0,0.6412526439911048,1.0,1,0.0,1.0,32765,10000.0,0,0,0,0,0
517,787417,1,1,0,0,1,1,0.2742553244192166,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
519,993623,1,1,0,0,1,1,0.3994260117649263,1.0,1,0.0,1.0,10238,9000.0,0,0,0,0,0
520,372474,3,0,0,2,0,0,0.432834683124666,1.0,0,1.0,0.0,10238,13000.0,0,1,0,0,0
521,106981,2,0,0,1,2,3,0.3583071816607221,1.0,1,1.0,1.0,92101,12000.0,0,0,0,1,0
523,220243,0,0,0,2,2,0,0.7534863598137707,0.0,1,1.0,1.0,10238,10000.0,0,1,0,2,0
524,784778,3,1,0,2,2,0,0.492497095519908,1.0,1,1.0,1.0,32765,12000.0,0,7,1,2,0
526,278151,2,1,0,1,2,3,0.5892665943313239,1.0,1,0.0,1.0,10238,16000.0,0,0,0,2,0
528,481388,1,1,0,0,1,2,0.335178252213134,0.0,1,0.0,1.0,10238,12000.0,0,0,0,0,1
529,827198,3,1,0,2,2,0,0.6386684047122491,1.0,1,1.0,1.0,32765,8000.0,0,6,0,3,0
530,55712,2,0,0,0,0,0,0.6423132057980685,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
531,748080,2,0,0,1,0,0,0.7259387452028894,1.0,1,0.0,0.0,32765,14000.0,0,1,1,0,0
532,877703,2,0,0,1,0,3,0.5250861267141177,1.0,1,1.0,1.0,10238,14000.0,0,1,0,0,0
533,402240,0,1,0,0,2,0,0.4153303916861797,0.0,0,1.0,1.0,32765,10000.0,0,0,0,0,1
535,191449,1,0,0,0,1,2,0.4192746833461698,1.0,1,0.0,1.0,10238,15000.0,0,0,0,0,1
536,304034,0,1,0,3,2,0,0.4543385633149859,1.0,0,1.0,1.0,10238,12000.0,0,5,0,6,0
537,915799,3,1,0,2,0,3,0.4377567029047853,1.0,0,1.0,1.0,10238,6000.0,0,3,1,8,0
539,580249,0,1,0,3,0,0,0.5295651241224668,1.0,1,1.0,1.0,10238,12000.0,0,3,1,4,0
540,166102,3,1,1,2,0,0,0.5264143768112814,1.0,1,1.0,1.0,10238,12000.0,0,2,1,3,0
541,455260,2,0,0,1,0,2,0.3703704548445514,1.0,1,1.0,1.0,32765,9000.0,0,1,0,0,0
542,137502,3,1,0,2,2,0,0.4930343474504576,0.0,0,1.0,1.0,10238,10000.0,0,3,0,4,0
543,147076,1,0,0,0,2,2,0.3633869168282996,0.0,1,0.0,1.0,10238,13000.0,0,0,0,0,1
544,447397,3,1,0,2,2,0,0.5770224047697959,1.0,0,0.0,0.0,10238,17000.0,0,1,0,0,0
545,968169,2,0,0,1,0,3,0.4184594364748849,0.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
546,573424,2,0,0,1,1,3,0.5612213429105586,1.0,1,0.0,0.0,32765,12000.0,0,2,0,1,1
547,94746,1,1,0,0,1,1,0.3329839492906544,0.0,1,0.0,0.0,10238,15000.0,0,0,0,0,1
548,858153,3,1,0,2,2,0,0.6032046949686207,1.0,1,1.0,1.0,10238,8000.0,0,1,0,1,0
549,658967,1,0,0,0,2,2,0.5649717966582063,1.0,0,0.0,0.0,32765,14000.0,0,0,0,0,0
550,829242,3,1,0,1,1,2,0.4399253543767155,1.0,1,1.0,1.0,10238,10000.0,0,2,0,3,0
552,57521,3,0,0,2,2,0,0.3961106587270909,1.0,1,1.0,0.0,10238,14000.0,0,0,1,0,0
553,389871,2,1,0,0,2,0,0.5364485918496174,1.0,0,1.0,1.0,10238,10000.0,0,0,0,0,0
554,766476,3,0,0,2,0,1,0.4283474492507223,0.0,1,0.0,1.0,10238,14000.0,0,2,0,0,0
556,37701,2,1,1,1,0,1,0.3502986756122059,0.0,1,0.0,1.0,10238,13000.0,0,0,1,1,1
557,678182,1,1,0,0,2,3,0.5508169075157366,0.0,1,0.0,0.0,32765,11000.0,0,0,0,0,1
558,357428,3,0,0,1,2,0,0.6161564595102141,1.0,0,1.0,1.0,10238,8000.0,1,1,0,0,0
559,16345,1,1,0,0,2,0,0.7225984079757813,1.0,1,0.0,0.0,32765,11000.0,0,0,0,0,1
560,380072,2,1,0,0,1,2,0.3661697993399885,1.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
561,202978,2,1,0,1,1,2,0.5822851794425411,1.0,1,0.0,0.0,10238,12000.0,0,0,0,4,0
562,444245,0,1,1,0,2,0,0.6137584322972865,0.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
564,672478,2,1,1,1,2,0,0.6023013846225884,1.0,1,1.0,0.0,32765,11000.0,0,2,0,0,1
565,284939,0,0,0,3,2,0,0.6741638934694225,1.0,0,1.0,1.0,10238,13000.0,0,3,0,5,0
567,385568,3,0,0,2,1,3,0.5359217109364904,1.0,1,1.0,1.0,32765,9000.0,1,3,0,1,0
568,769261,2,0,0,1,0,0,0.5689390308399636,1.0,0,1.0,1.0,10238,9000.0,0,0,0,1,0
569,559890,3,0,0,0,2,0,0.7666604791991664,1.0,1,0.0,1.0,32765,11000.0,0,0,0,0,1
570,326316,3,0,0,2,2,0,0.8147964340698576,1.0,0,1.0,1.0,32765,8000.0,0,3,0,1,0
572,574525,1,0,0,0,0,1,0.2397431027218714,0.0,1,0.0,0.0,10238,19000.0,0,0,0,0,1
573,44924,3,1,0,1,2,0,0.6619768318362518,1.0,0,1.0,1.0,10238,8000.0,0,0,0,1,0
574,877892,3,0,0,0,0,0,0.7044732697996905,1.0,0,0.0,1.0,10238,8000.0,0,0,0,0,0
575,790141,3,1,0,1,2,3,0.4252740519253045,0.0,1,0.0,0.0,10238,12000.0,0,2,0,0,1
577,236395,2,0,0,1,1,1,0.2880436023985726,0.0,1,0.0,1.0,10238,16000.0,0,1,0,1,0
578,856269,3,1,0,2,2,3,0.4433163492804039,1.0,1,1.0,1.0,92101,11000.0,0,2,0,2,0
580,979902,1,0,0,0,0,1,0.4597597327563366,1.0,1,0.0,0.0,10238,16000.0,0,0,0,0,0
582,734217,0,1,0,3,2,0,0.5864390926529277,1.0,1,1.0,1.0,10238,9000.0,0,3,2,5,0
583,103367,3,1,0,2,1,3,0.5972652576753138,1.0,1,1.0,1.0,10238,13000.0,0,4,1,2,0
584,946258,0,0,0,1,2,0,0.6550240064494428,1.0,1,1.0,1.0,10238,9000.0,0,1,0,2,0
585,108490,1,1,0,0,1,1,0.481095464318813,1.0,1,0.0,0.0,10238,17000.0,0,0,0,0,1
586,35975,1,1,0,0,2,3,0.4401334295045821,1.0,0,0.0,0.0,10238,15000.0,0,0,0,0,0
587,286318,3,0,0,2,2,3,0.5268062926565421,0.0,0,1.0,0.0,10238,15000.0,0,0,0,3,0
588,333970,3,1,0,2,2,3,0.5159345016123729,1.0,0,0.0,1.0,10238,13000.0,0,0,0,2,0
589,145697,0,1,0,0,2,0,0.3727413985220319,1.0,1,1.0,1.0,32765,6000.0,0,0,0,0,1
591,826708,2,1,1,1,2,0,0.5263058774047339,1.0,0,0.0,0.0,10238,14000.0,0,3,0,0,0
